playerID,daysActive,BatG,BatBA,BatHR,FieldG,PitchW,PitchL,allStarCount,Cy_Young_Award,Gold_Glove_Award,Silver_Slugger,MVP,avgSalary,inducted
stubbdr01,2601,913,0.242872,92,861,0,0,0,0,0,0,0,2090714,0
stubbfr01,4171,954,0.232798,104,829,0,0,0,0,0,0,0,697792,0
stubimo01,15,5,0,0,0,0,0,0,0,0,0,0,0,0
studlse01,18,5,0.0952381,0,5,0,0,0,0,0,0,0,0,0
stuelge01,1349,45,0.171429,0,45,9,6,0,0,0,0,0,0,0
stuffpa01,981,7,0,0,7,1,0,0,0,0,0,0,0,0
stullev01,1857,26,0.0833333,0,26,2,5,0,0,0,0,0,193000,0
stulter01,3185,143,0.165829,1,135,36,48,0,0,0,0,0,1628800,0
stumpbi01,375,54,0.234177,0,52,0,0,0,0,0,0,0,0,0
stumpda01,105,7,0,0,7,0,0,0,0,0,0,0,507500,0
stumpge01,1691,118,0.234615,1,77,0,0,0,0,0,0,0,0,0
stumpji01,758,11,0.666667,0,11,1,0,0,0,0,0,0,0,0
stupejo01,1221,114,0.111111,0,114,33,28,0,0,0,0,0,250000,0
sturdgu01,326,59,0.287879,1,6,0,0,0,0,0,0,0,0,0
sturdto01,3356,342,0.183735,0,341,60,51,0,0,0,0,0,0,0
sturdty01,93,16,0,0,16,0,1,0,0,0,0,0,0,0
sturgbo01,3092,420,0.256557,1,397,0,0,0,0,0,0,0,0,0
sturgde01,59,4,0.25,0,1,0,0,0,0,0,0,0,0,0
sturmjo01,167,129,0.240367,3,129,0,0,0,0,0,0,0,0,0
sturtta01,4863,280,0.0625,0,280,40,44,0,0,0,0,0,691214,0
stutemi01,887,80,0,0,80,9,3,0,0,0,0,0,488750,0
stutzge01,11,6,0,0,5,0,0,0,0,0,0,0,0,0
stvraji01,55,12,0.0967742,0,12,4,6,0,0,0,0,0,0,0
stylele01,4400,77,0.25,0,63,0,0,0,0,0,0,0,0,0
stynech01,3360,828,0.27515,51,709,0,0,0,0,0,0,0,574333,0
stynene01,1,2,0,0,2,0,0,0,0,0,0,0,0,0
suareal01,138,22,0.190476,0,22,3,5,0,0,0,0,0,0,0
suareeu01,851,342,0.256345,38,333,0,0,0,0,0,0,0,545000,0
suareke01,2718,295,0.226929,5,276,0,0,0,0,0,0,0,0,0
suchdi01,102,22,0.230769,0,21,1,5,0,0,0,0,0,0,0
sucheji01,712,38,0.0909091,0,38,0,6,0,0,0,0,0,0,0
suckto01,433,58,0.15122,0,61,0,0,0,0,0,0,0,0,0
sucreje01,1226,90,0.209205,2,90,0,0,0,0,0,0,0,510650,0
sudakbi01,2529,530,0.23385,59,386,0,0,0,0,0,0,0,0,0
suderpe01,5158,1421,0.249361,49,1412,0,0,0,0,0,0,0,0,0
sudhowi01,3221,303,0.17823,1,302,103,135,0,0,0,0,0,0,0
suerowi01,466,33,0.233333,0,25,0,0,0,0,0,0,0,109500,0
sugdejo01,6876,835,0.255319,3,817,0,0,0,0,0,0,0,0,0
suggsge01,2706,245,0.204007,1,245,99,91,0,0,0,0,0,0,0
suhrgu01,3680,1435,0.279366,84,1408,0,0,1,0,0,0,0,0,1
sukefcl01,6947,486,0.263541,2,399,0,0,0,0,0,0,0,0,1
suklaed01,612,39,0,0,39,3,5,0,0,0,0,0,0,0
sulargu01,1125,108,0.218447,1,103,0,0,0,0,0,0,0,0,0
suliker01,165,122,0.287129,6,105,0,0,0,0,0,0,0,0,0
sulli01,2,2,0.375,0,2,0,0,0,0,0,0,0,0,0
sullibi01,1,2,0.166667,0,2,0,0,0,0,0,0,0,0,0
sullibi02,65,6,0.0909091,0,7,1,4,0,0,0,0,0,0,0
sullibi03,6058,1153,0.211832,21,1139,0,0,0,0,0,0,0,0,1
sullibi04,5930,967,0.288118,29,749,0,0,0,0,0,0,0,0,0
sullich01,1027,112,0.257919,0,112,0,0,0,0,0,0,0,0,0
sullich02,1249,74,0.211538,0,74,4,9,0,0,0,0,0,0,0
sullico01,1903,482,0.270962,10,357,0,0,0,0,0,0,0,450333,0
sullida01,1447,198,0.232234,0,200,0,0,0,0,0,0,0,0,0
sullide01,397,6,0.26087,0,6,0,0,0,0,0,0,0,0,0
sullide02,1594,255,0.238919,1,247,0,0,0,0,0,0,0,0,0
sullifl01,165,54,0.153439,0,54,16,35,0,0,0,0,0,0,0
sullifr01,3603,351,0.143667,0,351,97,100,2,0,0,0,0,0,0
sulliha01,43,2,0,0,2,0,0,0,0,0,0,0,0,0
sulliha02,2840,312,0.225617,13,296,0,0,0,0,0,0,0,0,0
sulliji01,2571,71,0.192488,1,71,26,28,0,0,0,0,0,0,0
sulliji02,731,25,0.0555556,0,25,0,5,0,0,0,0,0,0,0
sullijo01,1248,413,0.298544,11,415,0,0,0,0,0,0,0,0,0
sullijo02,1235,14,0.151515,0,13,0,0,0,0,0,0,0,0,0
sullijo03,69,4,0,0,4,0,1,0,0,0,0,0,0,0
sullijo04,532,162,0.309091,5,138,0,0,0,0,0,0,0,0,0
sullijo05,2348,152,0.206731,0,150,30,37,0,0,0,0,0,0,0
sullijo06,2674,605,0.230224,1,565,0,0,0,0,0,0,0,0,0
sullijo07,1783,116,0.227799,2,98,0,0,0,0,0,0,0,0,0
sullile01,89,7,0,0,7,0,1,0,0,0,0,0,0,0
sullima01,1570,398,0.272559,26,399,0,0,0,0,0,0,0,0,0
sullima02,1828,137,0.186111,5,137,0,0,0,0,0,0,0,110000,0
sullimi01,55,28,0.276786,1,28,0,0,0,0,0,0,0,0,0
sullimi02,3769,160,0.195519,2,161,54,65,0,0,0,0,0,0,0
sullipa01,50,31,0.192982,0,32,0,1,0,0,0,0,0,0,0
sulliru01,616,45,0.266667,5,41,0,0,0,0,0,0,0,0,0
sullisc01,3399,559,0.0833333,0,558,40,28,0,0,0,0,0,1465000,0
sullisl01,1122,97,0.184438,0,99,1,0,0,0,0,0,0,0,0
sullisu01,448,169,0.23987,0,170,0,0,0,0,0,0,0,0,0
sullite01,94,3,0.333333,0,3,0,0,0,0,0,0,0,0,0
sullito01,1730,51,0.116564,0,52,14,33,0,0,0,0,0,0,0
sullito02,15,3,0.25,1,3,0,0,0,0,0,0,0,0,0
summaho01,3667,841,0.301466,18,775,0,0,0,0,0,0,0,0,0
summech01,3802,701,0.254731,54,297,0,0,0,0,0,0,0,0,1
summeed01,1507,142,0.161111,2,142,68,49,0,0,0,0,0,0,0
summeki01,1,2,0,0,2,0,0,0,0,0,0,0,0,0
sumneca01,27,16,0.275862,0,10,0,0,0,0,0,0,0,0,0
sundaar01,113,24,0.26506,0,24,0,0,0,0,0,0,0,0,0
sundabi01,2692,506,0.248398,12,500,0,0,0,0,0,0,0,0,0
sundbji01,5652,1976,0.247652,96,1944,0,0,3,0,6,0,0,632032,1
sundrst01,3693,169,0.208609,2,169,56,41,0,0,0,0,0,0,0
sunketo01,2591,63,0.212121,0,63,9,15,0,0,0,0,0,0,0
suppaje01,6160,463,0.176211,2,458,143,150,0,0,0,0,1,3875000,0
surhobj01,6752,2340,0.281505,192,2195,0,0,1,0,0,0,0,1834218,1
surhori01,28,9,0,0,9,1,1,0,0,0,0,0,0,0
surkaer01,1763,52,0.111111,0,52,4,8,0,0,0,0,0,485250,0
surkoma01,2934,236,0.176471,1,236,61,76,0,0,0,0,0,0,0
susacan01,864,100,0.239669,7,76,0,0,0,0,0,0,0,0,0
suscege01,5640,146,0.227612,2,140,0,0,0,0,0,0,0,0,0
suscege02,1482,117,0.145299,0,117,22,17,0,0,0,0,0,0,0
susdost01,3,3,0.142857,0,2,0,0,0,0,0,0,0,0,0
suskope01,60,58,0.285714,2,58,0,0,0,0,0,0,0,0,0
sutclbu01,14,4,0.25,0,3,0,0,0,0,0,0,0,0,0
sutclri01,6505,469,0.185965,5,460,172,140,3,1,0,0,0,1835000,1
sutclsy01,2926,348,0.286572,6,359,0,0,0,0,0,0,0,0,0
suterbr01,42,14,0,0,14,2,2,0,0,0,0,0,0,0
suterha01,169,18,0.09375,0,18,2,3,0,0,0,0,0,0,0
sutheda01,1391,62,0.238095,0,62,5,4,0,0,0,0,0,0,0
suthega01,4262,1031,0.242912,24,963,0,0,0,0,0,0,0,0,0
suthele01,419,45,0.247525,0,30,0,0,0,0,0,0,0,0,0
suthesu01,69,17,0.407407,0,14,6,2,0,0,0,0,0,0,0
sutkogl01,287,11,0.0909091,0,10,0,0,0,0,0,0,0,0,0
suttebr01,4506,667,0.0873786,0,667,70,71,6,1,0,0,0,1666667,1
sutthja01,2517,90,0.143443,0,90,31,40,0,0,0,0,0,0,0
suttodo01,8153,800,0.143377,0,789,330,260,4,0,0,0,1,720000,1
suttodr01,1124,128,0.256228,4,105,0,0,0,0,0,0,0,0,0
suttoez01,6257,1263,0.293712,25,1279,0,0,0,0,0,0,0,0,0
suttojo01,540,31,0,0,31,2,1,0,0,0,0,0,0,0
suttola01,2480,252,0.236014,12,163,0,0,0,0,0,0,0,216875,0
suzukic01,5662,2519,0.312993,115,2341,0,0,10,0,10,3,2,10258218,0
suzukku01,3395,1213,0.255466,83,1157,0,0,1,0,0,0,0,3437500,0
suzukma01,2182,117,0.08,0,117,16,31,0,0,0,0,0,250667,0
sveumda01,4892,862,0.236342,69,785,0,0,0,0,0,0,0,290250,0
swababi01,3,2,0,0,2,0,2,0,0,0,0,0,0,0
swaciha01,2904,322,0.255677,1,310,0,0,0,0,0,0,0,0,0
swaggbi01,995,33,0,0,32,4,3,0,0,0,0,0,0,0
swaimcy01,444,42,0.198113,0,42,13,22,0,0,0,0,0,0,0
swanan01,82,8,0.258065,0,8,0,0,0,0,0,0,0,0,0
swancr01,3921,231,0.150838,1,231,59,72,0,0,0,0,0,0,0
swandma01,457,16,0.1875,0,16,0,0,0,0,0,0,0,0,0
swandpi01,209,15,0.269231,0,14,0,0,0,0,0,0,0,0,0
swannpe01,1113,25,0.142857,1,10,0,0,0,0,0,0,0,0,0
swanru01,1731,168,0,0,168,14,22,0,0,0,0,0,284500,0
swansbi01,35,11,0.2,0,10,0,0,0,0,0,0,0,0,0
swansda01,46,38,0.302326,3,37,0,0,0,0,0,0,0,0,0
swansev01,1991,518,0.302854,7,471,0,0,0,0,0,0,0,0,0
swanska01,266,24,0.138462,0,21,0,0,0,0,0,0,0,0,0
swansre01,742,43,0,0,42,3,3,0,0,0,0,0,0,0
swansst01,97,49,0.245283,2,38,0,0,0,0,0,0,0,0,0
swartbu01,15,5,1,0,5,0,0,0,0,0,0,0,0,0
swartda01,597,15,0,0,15,0,3,0,0,0,0,0,153500,0
swarted01,3936,724,0.299374,14,736,0,0,0,0,0,0,0,0,0
swartpa01,180,51,0.143678,0,52,19,27,0,0,0,0,0,0,0
swarzan01,2687,217,0,0,217,17,26,0,0,0,0,0,706250,0
sweasch01,2691,166,0.19403,0,167,0,0,0,0,0,0,0,0,0
sweenbi01,840,97,0.221354,0,106,49,31,0,0,0,0,0,0,0
sweenbi02,2670,1039,0.271939,11,1031,0,0,0,0,0,0,0,0,1
sweenbi03,1262,308,0.285714,5,259,0,0,0,0,0,0,0,0,0
sweenbr01,2603,73,0,0,73,4,2,0,0,0,0,0,335000,0
sweench01,1885,233,0.250559,2,248,64,52,0,0,0,0,0,0,0
sweenda01,47,22,0.266667,1,22,0,0,0,0,0,0,0,0,0
sweenda02,45,37,0.176471,3,24,0,0,0,0,0,0,0,0,0
sweened01,4033,644,0.231939,3,620,0,0,0,0,0,0,0,0,0
sweenje01,55,31,0.263566,0,31,0,0,0,0,0,0,0,0,0
sweenma01,4802,1235,0.254338,42,465,0,0,0,0,0,0,0,442417,0
sweenmi01,5508,1455,0.296974,215,789,0,0,5,0,0,0,0,4549563,1
sweenpe01,734,134,0.209213,1,135,0,0,0,0,0,0,0,0,0
sweenro01,685,76,0.214765,0,79,0,0,0,0,0,0,0,0,0
sweenry01,2916,682,0.275732,23,618,0,0,0,0,0,0,0,979167,0
sweetle01,1540,183,0.271777,0,161,33,58,0,0,0,0,0,0,0
sweetri01,2003,272,0.233696,6,244,0,0,0,0,0,0,0,0,0
swetost01,2223,135,0.17,0,133,37,36,0,0,0,0,0,0,0
swettpo01,154,37,0.191489,1,37,0,0,0,0,0,0,0,0,0
swiftbi01,4187,336,0.226734,3,336,95,82,0,0,0,0,0,0,0
swiftbi02,4844,411,0.206897,1,404,94,78,0,0,0,0,0,1932708,0
swiftbo01,4912,1004,0.230937,14,983,0,0,0,0,0,0,0,0,0
swigaoa01,379,10,0.230769,0,10,1,3,0,0,0,0,0,0,0
swihabl01,399,103,0.271429,5,102,0,0,0,0,0,0,0,518500,0
swindch01,15,3,0.125,0,3,0,0,0,0,0,0,0,0,0
swindgr01,5877,678,0.187755,0,677,123,122,1,0,0,0,0,1932475,0
swindjo01,638,5,0.25,0,4,0,1,0,0,0,0,0,0,0
swindrj01,393,9,0,0,9,0,0,0,0,0,0,0,0,0
swingpa01,20,9,0,0,9,0,1,0,0,0,0,0,0,0
swishni01,4046,1574,0.246788,249,1529,0,0,1,0,0,0,0,7022864,0
swishst01,3026,509,0.2157,20,481,0,0,1,0,0,0,0,0,0
switzjo01,2151,72,0,0,72,2,4,0,0,0,0,0,391100,0
swoboro01,3093,932,0.242681,73,793,0,0,0,0,0,0,0,0,0
swormle01,1833,8,0.0434783,0,8,3,4,0,0,0,0,0,0,0
sykesbo01,1639,116,0.0967742,0,116,23,26,0,0,0,0,0,0,0
sylvelo01,1213,173,0.243119,6,181,0,1,0,0,0,0,0,0,0
syndeno01,504,60,0.192661,4,60,25,17,1,0,0,0,0,535375,0
szczuma01,777,187,0.244514,8,129,0,0,0,0,0,0,0,510000,0
szekejo01,14,5,0.0769231,0,3,0,0,0,0,0,0,0,0,0
szotkke01,167,47,0.107143,3,44,0,0,0,0,0,0,0,0,0
szumija01,28,7,0,0,7,0,0,0,0,0,0,0,300000,0
tabakje01,2726,139,0.25,0,139,6,5,0,0,0,0,0,269000,0
tabatjo01,1842,514,0.274093,17,435,0,0,0,0,0,0,0,1852267,0
tabbje01,628,74,0.225989,6,44,0,0,0,0,0,0,0,0,0
taberjo01,69,2,0,0,2,0,1,0,0,0,0,0,0,0
taberle01,391,9,0,0,9,0,1,0,0,0,0,0,0,0
tablepa01,4062,1206,0.281298,47,869,0,0,1,0,0,0,0,654375,0
taborgr01,24,9,0.111111,0,4,0,0,0,0,0,0,0,0,0
taborji01,3333,1005,0.269535,104,984,0,0,0,0,0,0,0,0,0
tackeje01,1056,136,0.217125,7,136,0,0,0,0,0,0,0,138000,0
tadanka01,445,15,0.333333,0,15,1,1,0,0,0,0,0,0,0
taffjo01,48,7,0.2,0,7,0,1,0,0,0,0,0,0,0
tagucso01,2673,702,0.277659,21,599,0,0,0,0,0,0,0,933333,0
taillja01,112,18,0.09375,0,18,5,4,0,0,0,0,0,0,0
taittdo01,1485,258,0.26335,4,229,0,0,0,0,0,0,0,0,0
takahhi01,1100,168,0.0625,0,168,14,12,0,0,0,0,0,3000000,0
takahke01,146,28,0,0,28,0,1,0,0,0,0,0,0,0
takatsh01,541,99,0,0,99,8,6,0,0,0,0,0,1625000,0
talbobo01,375,122,0.247113,1,118,0,0,0,0,0,0,0,0,0
talbofr01,2451,207,0.174274,4,195,38,56,0,0,0,0,0,0,0
talbomi01,1104,43,0,0,43,12,19,0,0,0,0,0,416200,0
tallebr01,3270,242,0,0,242,16,25,0,0,0,0,0,838833,0
taltoti01,450,83,0.294643,2,46,0,0,0,0,0,0,0,0,0
tamarjo01,1493,135,0.241803,4,67,0,0,0,0,0,0,0,0,0
tamje01,1835,255,0.5,0,255,7,14,0,0,0,0,0,419500,0
tamulvi01,2495,172,0.174672,1,171,40,28,0,0,0,0,0,0,0
tanakke01,19,15,0.266667,0,9,0,0,0,0,0,0,0,0,0
tanakma01,901,76,0.0555556,0,76,39,17,1,0,0,0,0,22000000,0
tananfr01,7327,641,0.152542,0,640,240,237,3,0,0,0,0,1126667,1
tankede01,848,27,0.285714,1,27,1,10,0,0,0,0,0,0,0
tanketa01,1535,168,0,0,168,8,3,0,0,0,0,0,386250,0
tannebr01,108,10,0,0,10,1,2,0,0,0,0,0,0,0
tannech01,2583,396,0.261017,21,202,0,0,0,0,0,0,0,0,0
tanneje01,6142,506,0.256028,5,445,197,116,0,0,0,0,0,0,1
tannele01,3304,1093,0.220227,3,1093,0,0,0,0,0,0,0,0,0
tapanke01,4468,368,0.152091,2,368,144,127,0,0,0,0,0,2850792,0
tapiara01,30,22,0.263158,0,11,0,0,0,0,0,0,0,0,0
tappawa01,90,18,0.205128,1,15,0,0,0,0,0,0,0,0,0
tappeel01,3006,145,0.207237,0,142,0,0,0,0,0,0,0,0,0
tappete01,1718,34,0.258621,5,15,0,0,0,0,0,0,0,0,0
tarasto01,3411,461,0.239087,34,336,0,0,0,0,0,0,0,171100,0
tarbear01,318,39,0.186047,0,33,0,0,0,0,0,0,0,0,0
tartada01,4595,1406,0.2726,262,977,0,0,1,0,0,0,0,2749583,1
tartajo01,3010,756,0.259893,2,549,0,0,0,0,0,0,0,0,0
tartatr01,9,3,0.5,0,3,0,0,0,0,0,0,0,0,0
tarvela01,85,13,0.12,0,9,0,0,0,0,0,0,0,0,0
tasbywi01,1819,583,0.25,46,545,0,0,0,0,0,0,0,0,0
taschja01,1873,222,0,0,222,10,5,0,0,0,0,0,556500,0
tatajo01,491,11,0,0,11,1,1,0,0,0,0,0,359250,0
tateal01,2,2,0.333333,0,2,0,1,0,0,0,0,0,0,0
tatebe01,3742,569,0.278846,4,468,0,0,0,0,0,0,0,0,0
tatehu01,4,4,0.307692,0,3,0,0,0,0,0,0,0,0,0
tatele01,294,51,0.164706,1,52,0,0,0,0,0,0,0,0,0
tatepo01,1845,227,0.217762,2,229,0,0,0,0,0,0,0,0,0
tatera01,166,26,0,0,26,5,13,0,0,0,0,0,0,0
tatest01,10,2,0,0,2,0,0,0,0,0,0,0,0,0
tateyyo01,491,54,0,0,54,3,0,0,0,0,0,0,1000000,0
tatisfe01,4726,954,0.26436,113,865,0,0,0,0,0,0,0,1781000,0
tatisra01,539,78,0,0,78,1,1,0,0,0,0,0,177500,0
tatumcr01,796,100,0.223048,1,99,0,0,0,0,0,0,0,400000,0
tatumja01,754,102,0.232283,0,74,0,0,0,0,0,0,0,0,0
tatumji01,2092,173,0.19403,3,52,0,0,0,0,0,0,0,157333,0
tatumke01,1860,176,0.244444,4,176,16,12,0,0,0,0,0,0,0
tatumto01,2245,81,0.257732,1,57,0,0,0,0,0,0,0,0,0
taubeed01,3795,977,0.272949,94,893,0,0,0,0,0,0,0,840583,0
taubety01,770,14,0.4,0,14,1,5,0,0,0,0,0,0,0
taubyfr01,640,24,0.0769231,0,14,0,0,0,0,0,0,0,0,0
tauscwa01,1111,23,0.166667,0,23,1,0,0,0,0,0,0,0,0
taussdo01,1571,153,0.262357,4,127,0,0,0,0,0,0,0,0,0
tavarje01,1484,228,0.238771,3,180,0,0,0,0,0,0,0,133000,0
tavarju01,5825,859,0.114286,0,859,90,86,0,0,0,0,0,1544255,0
tavenja01,2934,632,0.25481,13,626,0,0,0,0,0,0,0,0,0
taveral01,2579,35,0.207547,0,30,0,0,0,0,0,0,0,0,0
taverfr01,3956,1155,0.254195,2,1137,0,0,0,0,0,0,0,0,0
taveros01,120,87,0.244813,4,64,0,0,0,0,0,0,0,0,0
taverwi01,2077,691,0.274083,8,643,0,0,0,0,0,0,0,1334714,0
tayloaa01,754,20,0,0,20,0,0,0,0,0,0,0,302500,0
tayloan01,6,3,0,0,3,0,0,0,0,0,0,0,0,0
taylobe01,6,2,0,0,2,0,0,0,0,0,0,0,0,0
taylobe02,1515,52,0.231405,3,30,0,0,0,0,0,0,0,0,0
taylobi01,2278,274,0.277491,8,297,50,36,0,0,0,0,0,0,0
taylobi02,26,9,0.25,0,8,0,0,0,0,0,0,0,0,0
taylobi03,1485,149,0.236994,7,18,0,0,0,0,0,0,0,0,0
taylobi04,2560,317,0,0,317,16,28,0,0,0,0,0,888500,0
taylobo01,170,63,0.190476,2,27,0,0,0,0,0,0,0,0,0
taylobr01,655,30,0,0,30,2,2,0,0,0,0,0,0,0
tayloca01,1997,411,0.265957,10,270,0,0,0,0,0,0,0,0,0
tayloch01,32,8,0,0,2,0,0,0,0,0,0,0,0,0
tayloch02,2686,305,0.158416,0,305,28,20,0,0,0,0,0,0,0
tayloch03,801,120,0.233677,1,103,0,0,0,0,0,0,0,512400,0
tayloda01,3663,674,0.296804,44,563,0,0,0,0,0,0,0,0,0
taylodo01,1249,29,0.157895,0,27,3,5,0,0,0,0,0,0,0
